userId,encoding
140815,"[ 366.   483.5   74.   192.  1971.   723.   163.  3954.5  360.5  198.
  203.5  483.5  395.5 1457.5  171.5  772.   436.5  196. ]"
140838,"[2710.5 1912.   416.   601.  4505.  1360.5  211.  4828.  1039.5   79.5
 1266.   296.5  933.5 1803.  1888.5 2686.   773.5  278.5]"
140858,"[ 851.5  672.   213.5  324.5 1263.   408.     8.   973.   396.5    5.
  240.5   96.5  179.5  721.   442.5  659.    79.5   15. ]"
140862,"[3120.  1607.5  352.   252.5 3779.5 2497.5  189.  6904.  1030.   425.
 2085.5  217.  1277.5 1833.5 1830.  3597.5  737.   329.5]"
140885,"[807.  669.5 354.5 306.  686.  329.5   7.5 833.  347.    5.  195.5  65.5
 218.  387.5 485.5 699.5  43.   20.5]"
140907,"[ 677.  598.  137.  308. 1441.  428.   37. 1798.  315.   55.  433.  249.
  286.  751.  440.  906.  206.   62.]"
140913,"[ 641.   734.   289.5  555.  1773.5  306.    32.  1101.   394.     3.5
   73.5  169.5  107.  1049.5  218.5  455.    76.    20.5]"
140918,"[ 590.   318.5   27.    38.   740.   585.5   45.  1327.   134.    43.
  144.5   36.5  232.5  452.   218.5  757.   128.    25. ]"
140977,"[ 634.5  593.5  301.5  261.5  902.5  401.    52.5 1020.   353.5   18.
  125.5  117.5  219.5  372.5  430.   598.5   91.5   27.5]"
140984,"[ 303.   330.    48.5  102.   814.   437.5   93.  2332.   164.    96.
   97.   142.5  311.   669.   200.5  627.   296.5   49. ]"
141021,"[1086.   894.5  215.5  226.5  795.5  381.5    4.5  725.5  443.5    4.5
  212.5   50.   289.   219.5  930.   837.5   57.    20. ]"
141022,"[ 793.   714.   192.5  200.5  861.5  431.5   27.  1243.5  419.    26.5
  198.    80.   193.5  506.5  419.   622.   134.    54.5]"
141048,"[1077.   873.   237.5  313.  1229.5  599.    59.5 1809.   409.    34.5
  172.5  191.   296.5  671.   520.5  872.5  218.5   82.5]"
141058,"[ 646.5  531.5  177.5  123.5  647.5  385.    14.  1607.5  364.5   35.5
   88.    57.   275.   806.   545.   654.5  129.5   30. ]"
141059,"[703.  302.   51.5  58.  361.  824.    4.  884.5  67.5 105.5  33.   40.
 246.5 189.  185.5 813.5  66.   33.5]"
141098,"[1538.5  947.   225.5  230.   907.   770.5   16.5 1867.   386.5   26.5
  142.    65.5  341.   558.5  695.5 1270.   196.5   38.5]"
141119,"[ 907.   352.5  102.5  117.5 1061.5  583.5    9.  1434.5  130.    78.5
  271.5   41.5  284.5  668.   566.5 1041.   107.5   53.5]"
141140,"[4.3050e+02 1.9750e+02 2.0000e+00 1.3000e+01 1.2505e+03 9.6400e+02
 2.8500e+01 3.6130e+03 1.3550e+02 4.6500e+01 9.7500e+01 5.8000e+01
 4.5550e+02 1.3350e+03 2.0400e+02 1.1155e+03 2.4000e+02 7.9500e+01]"
141162,"[ 388.5  411.   237.   310.   730.5  392.    13.  1095.5  248.5   20.5
  138.   201.5  144.   319.5  173.5  397.5  116.5   32.5]"
141164,"[ 758.5  505.5  179.5  254.  1766.5  859.5   61.  2518.5  431.    31.5
  142.5  118.5  358.5 1113.5  344.   991.   152.    52.5]"
141166,"[1130.5  630.5   92.    70.   645.   466.    45.  1084.   241.5    8.5
  223.5   41.   212.5  235.   363.   836.5  300.5   55. ]"
141187,"[1432.5  759.5   74.    90.5  780.5  745.5   15.  1019.5  271.5   16.5
  112.5   16.   257.   265.   496.5 1224.5  110.    47. ]"
141207,"[1429.   853.   136.5  188.   505.5  505.5   21.5  806.5  306.5   21.5
  173.5   92.5  158.5  147.   706.5  906.5   95.5   70.5]"
141240,"[ 622.   543.5  141.   222.  1023.   267.    56.   702.   216.5   12.5
   52.5   83.   123.5  421.5  335.   490.5   49.    19. ]"
141260,"[ 611.   274.    44.5   14.5  551.5  693.5   80.5 2159.   210.    46.
 1246.5   14.   575.   238.5  519.5 1547.5  173.    63.5]"
141263,"[1378.5 1186.   355.5  308.5 1076.5  601.5   22.5 1568.   710.   108.
  704.   305.   484.5  618.  1053.  1096.5  193.5  135. ]"
141306,"[ 973.   619.   221.   213.5  688.   515.    49.5 1097.   264.5   15.
  157.5   63.5  193.5  205.5  479.5  737.5  121.5   53. ]"
141353,"[ 823.   648.   108.   161.   802.5  831.    69.  2443.5  213.5  192.
  136.    70.   393.   662.   301.5 1128.   315.5  217. ]"
141361,"[ 621.5  498.   133.5  130.   795.5  379.5   58.  1171.5  341.5   30.5
  721.5   65.5  306.5  364.   503.5  926.5   44.5   25. ]"
141363,"[ 647.   540.5  116.5   93.5  945.   657.   128.5 2445.   236.   153.5
  205.5  122.5  396.   805.5  363.5  875.   183.    95.5]"
141388,"[1090.5  821.5  128.   132.   845.   588.5   12.5 1215.5  362.5   43.
  200.5   55.   241.5  288.   837.   890.5  153.    81.5]"
141399,"[269.5 265.   85.5 142.  521.  105.5   1.  296.5 107.5   3.5  58.5  40.5
  42.5 204.5 122.  180.5  50.    4.5]"
141420,"[1350.   643.    76.5  193.  1248.   867.5  445.  1859.   298.5   27.5
  896.5   67.5  284.5  327.   515.5 1520.5  201.   128. ]"
141427,"[955.  865.5 240.5 228.  538.  384.    9.5 653.5 368.5   7.5  83.5  46.
 195.5 287.5 558.5 659.   72.5  36.5]"
141436,"[1266.5  956.5  163.5  203.   600.   475.    46.  1544.   480.    23.
  397.5   50.   322.   401.   866.5 1141.   175.5   65. ]"
141453,"[1071.   665.   116.    96.   640.5  692.5   79.5 1538.5  273.    44.
  145.5   31.   367.   362.   653.5 1001.5  150.5  101. ]"
141468,"[1340.5  950.   255.   452.5 2259.   817.5  160.5 1919.5  437.    23.5
  375.   228.5  301.   702.   561.5 1175.5  207.5  107. ]"
141503,"[1232.   638.5   32.5   63.5  648.5  519.    16.5  891.   185.5   11.5
  227.5   20.5  190.   231.5  830.5  940.   140.5   79.5]"
141504,"[503. 390. 238. 258. 330. 207.  36. 364. 179.  19. 296. 118.  92.  93.
 373. 413.  50.  24.]"
141535,"[ 598.5  582.5  130.   267.5 2255.5  511.   160.5 2553.   286.    33.
  127.   354.5  249.5 1092.5  387.5  737.   317.    67. ]"
141536,"[ 303.   342.   110.5  148.  1052.   418.5  135.  1864.5  188.5   41.
   72.   110.5  224.   658.   214.   510.   187.5   31.5]"
141549,"[ 908.   684.5  203.5  263.  1474.   480.    46.  1410.5  314.5   10.
  402.5   88.5  268.   422.5  630.5 1079.   121.5   96.5]"
141557,"[ 561.5  405.   142.5   87.5  703.5  797.5  331.5 2721.5  250.5   56.5
  234.5   67.   456.5  494.   444.5 1011.5  213.5   60. ]"
141573,"[ 590.5  512.   148.   190.   609.5  378.5   33.  1050.5  283.5   17.
  139.   129.   178.   344.5  317.5  505.   138.5   95.5]"
141582,"[ 620.5  630.5  388.5  409.  1101.5  319.5  141.   683.   375.5    5.
  126.   108.5   97.5  226.   382.   371.5   61.5   50.5]"
141598,"[ 781.   699.   153.   197.   940.   360.    21.5 1093.5  350.    19.5
  153.5  104.5  267.5  727.5  411.5  714.    82.5   44.5]"
141603,"[1308.5  824.   296.5  304.  1479.   684.    17.5 1628.5  570.5    9.
  568.   119.5  377.5  797.5  763.  1305.   134.    14. ]"
141617,"[ 653.5  597.   216.5  407.5 2349.5  530.5  156.  2676.   351.    15.
  197.   236.   263.  1327.5  328.5  833.   216.    42. ]"
141625,"[1441.  1178.   503.   360.  1401.5  519.     7.  1608.   710.5   35.5
  248.5  106.5  363.   699.  1207.  1080.5  127.5   40. ]"
141633,"[1430.5  781.   123.   108.5 1060.   850.    47.  1264.   333.    23.5
  372.    34.5  335.5  327.5  594.  1236.   183.    89.5]"
141653,"[ 557.   406.   107.5  150.   603.5  552.   119.5 1202.   205.    20.
  186.5   61.5  223.   236.   262.   658.   145.5  106. ]"
141660,"[ 345.  343.  159.  299. 1076.  279.   25. 1042.  247.    5.  122.  205.
  145.  562.  172.  408.   59.   31.]"
141663,"[728.5 416.5  43.5  51.  319.  440.5   7.  904.  118.   21.5 158.    8.5
 297.5 185.5 520.  872.5 133.5  41. ]"
141701,"[ 147.5  216.5  115.5  119.5  835.5  217.   124.  1472.   139.5   20.
   86.5   67.   129.5  568.5  124.5  275.5   71.    16. ]"
141710,"[592.  560.  155.  227.5 531.5 230.   13.5 646.5 286.    1.5 204.   90.
 137.5 254.  345.  507.5  77.    8. ]"
141760,"[883.  644.  146.5 222.  732.5 342.   10.  526.5 244.    3.   50.   30.
  60.  234.  295.  543.  104.5  32.5]"
141766,"[360.  321.   83.  139.  444.  265.5  29.  826.  212.5   6.   79.   86.
 130.5 312.5 220.  391.5  72.   15.5]"
141767,"[ 291.  240.   92.  150. 1074.  246.    6. 1007.  158.   12.   81.  176.
   71.  534.  128.  233.  117.   34.]"
141771,"[1125.  1047.   467.5  511.5 1017.5  344.5   16.5  810.5  609.     8.
   62.   167.5  123.5  491.   483.   591.5  102.5   41. ]"
141814,"[1169.  809.  155.  295. 1380.  595.   31. 1981.  325.   19.  361.  132.
  263.  818.  513. 1092.  301.  120.]"
141828,"[520.  486.5 280.5 290.5 603.  193.   12.  565.5 319.    5.5  77.5  79.
  88.  345.  270.5 309.5  64.5  12. ]"
141830,"[2311.5 1529.5  258.5  327.   810.5  507.    20.  1463.   750.5    5.
  902.    33.5  513.   387.5 2299.5 2074.   123.5   53.5]"
141831,"[ 489.5  481.5  164.5  283.  1358.5  425.5   28.5  999.   307.5   13.5
  152.5  121.5  210.   461.5  184.5  550.    52.   110. ]"
141848,"[ 709.   526.   180.   276.  2291.   861.5  330.  1703.   430.5   75.
  512.   225.5  410.   547.   435.5 1071.5  127.    56.5]"
141856,"[ 589.5  474.    90.    83.5  512.   487.5   75.5 1335.5  193.5   31.5
  149.    48.   282.5  358.   460.5  748.   161.    36. ]"
141860,"[ 512.  531.  193.  262. 1503.  357.   76.  977.  340.   54.  477.  238.
  251.  549.  467.  572.  103.  110.]"
141877,"[1555.  1330.   726.   774.5 2105.5  564.    71.5 1294.   721.     4.5
  843.5  163.   288.   296.   974.5 1260.5   83.5   57.5]"
141899,"[320.5 388.  154.  248.5 960.  270.5  35.  938.5 236.5   9.   96.  150.
 122.5 385.5 187.5 303.   89.   27.5]"
141927,"[721.5 653.5 289.  244.  600.  182.    0.  729.5 397.    0.  405.5  23.5
 276.  260.5 550.  786.   44.5  14. ]"
141934,"[967.  628.  125.5 132.  614.5 187.5  33.5 591.  342.    3.5 333.   12.
 207.  271.5 796.5 736.5  30.5   8. ]"
141938,"[1120.5  996.   378.5  360.5 2767.5 1209.   174.5 4676.   629.   155.5
  558.5  325.   795.5 1536.   747.5 1904.   316.5  159.5]"
141959,"[306.  246.   61.5 126.  803.  332.   24.5 780.  138.   17.  101.5  62.5
 140.5 282.  147.  380.   88.5  43.5]"
141976,"[ 847.  584.  124.  147.  584.  581.    6. 1084.  166.   70.  153.   91.
  276.  284.  593.  818.  223.  153.]"
141983,"[674.5 461.  129.  167.5 898.  398.5  24.5 845.5 311.   26.  260.5 111.
 200.5 318.  339.  605.5 112.5  39. ]"
142001,"[ 916.5  660.   256.5  286.  1040.5  444.     7.5  888.   334.     8.5
  170.5  100.   254.   406.   633.5  823.    67.    20.5]"
142007,"[1288.5  907.   260.5  292.5 1409.5  772.    48.  1996.5  425.    19.5
  268.   123.   337.5  728.   628.  1175.5  221.5   78.5]"
142013,"[ 369.   490.5  420.   417.5 1572.5  392.5  297.  2073.5  392.5   40.5
  188.   120.5  215.   776.   310.5  524.    79.5   55.5]"
142020,"[ 289.   199.5   30.    83.5 1016.5  286.5    4.   753.5  134.    32.
  290.    43.5  136.   487.   189.5  467.    29.    19.5]"
142061,"[ 869.   532.    52.    56.5  518.   517.5    9.  1598.5  233.    13.5
  137.    16.   256.   566.5  551.5  911.   180.    31.5]"
142111,"[845.  930.  465.5 421.5 578.5 197.   79.5 960.5 487.    0.   67.5 120.
 136.  317.  583.  449.5 176.5  26.5]"
142132,"[322. 437. 183. 393. 661.  59.   0. 279. 315.   0.  92. 194.  28. 250.
 164. 126.  21.  18.]"
142153,"[ 477.   390.5   68.   121.5  796.   375.    28.  1068.5  195.    25.
   77.    85.   197.   424.   271.5  493.   122.    28. ]"
142180,"[1313.5  821.5  161.5  174.5 1230.5  550.    14.5 2081.5  478.    14.5
  593.   105.   379.5  958.   971.  1479.5  146.    30.5]"
142211,"[ 536.   396.5   79.5  208.5 1149.5  269.     4.5 1100.   218.5    1.5
  104.5  117.5  135.   627.5  247.   474.   153.5   50. ]"
142214,"[1725.5 1242.   492.   559.5 1474.5  799.    15.5 1363.   569.    22.
  592.5  155.   431.5  356.5 1000.  1666.   157.5   27.5]"
142226,"[1310.5 1204.5  774.5  620.  1962.  1022.   151.  4019.   751.   127.5
  431.5  218.   617.5 1100.5  872.  1396.   349.5  146. ]"
142230,"[1207.   911.5  296.   370.  1398.   431.5   30.5  958.   354.5   11.5
  140.5  124.   188.   492.5  800.   760.5  108.    38.5]"
142257,"[ 335.   290.5  109.   202.   802.   236.5   25.5 1326.5  298.    10.
  163.5   62.   222.   494.   443.   550.5   20.5    8. ]"
142272,"[ 180.5  228.5  160.5  212.  1054.5  274.5   33.5  879.5  186.5   21.
   55.   143.   107.   474.   104.   261.5   65.    23. ]"
142278,"[389.5 313.   51.   74.5 721.5 291.5  21.  596.5 147.5  14.5  96.   28.5
 108.5 282.  217.5 364.5  59.   33.5]"
142286,"[1107.   615.    63.   243.5 2825.  1126.   341.  4210.5  396.    42.5
  713.5  231.   573.  1454.   488.5 1837.5  249.    70.5]"
142322,"[ 251.   204.5  162.    71.   926.5  562.   139.5 1751.5  204.   130.5
  150.5   27.   377.5  582.5  303.   678.5   92.    26.5]"
142323,"[576. 480. 142. 271. 770. 299.   4. 899. 286.   9. 241. 129. 202. 416.
 365. 583.  82.  33.]"
142341,"[1200.5  990.   232.   286.5 1143.5  568.    77.5 2152.   760.5   28.5
 1246.5  203.5  498.5  690.5 1430.  1396.   157.5   86. ]"
142349,"[ 394.   464.   190.   343.  1717.5  493.    47.  2206.   263.    88.
  161.5  305.5  289.   917.5  268.   638.5  198.5   89. ]"
142365,"[1321.  1011.   362.   571.5 2486.5  895.   121.  2685.   552.    29.
  155.   243.5  320.5  952.5  559.  1128.5  341.5   94. ]"
142367,"[1702.  1241.5  548.5  473.5 1114.   553.5   22.5 1396.5  665.    27.5
  485.    70.   247.5  343.5  907.  1079.5  178.5   81. ]"
142378,"[ 482.   377.    11.5   54.   502.   412.5   40.5 1144.    94.5   23.5
   49.5   42.5  167.   303.   165.   524.   206.    77.5]"
142403,"[504.  440.  106.  155.5 801.5 290.5  28.  733.  229.5  14.  148.5  76.
 132.  250.  374.5 446.   81.   38.5]"
142428,"[1151.5  810.5  251.5  252.5  831.   489.5   13.5  916.   333.5   10.5
  226.    56.   200.5  385.5  623.5  913.5  130.    24. ]"
142441,"[ 577.5  322.    54.5  138.   940.   519.    14.5 1618.   176.5   18.5
  211.5  104.5  267.5  619.5  333.5  746.5  154.    24. ]"
142470,"[1217.   793.5  221.   221.5  967.5  565.    27.5 1130.5  452.5   25.
  550.5   65.   309.5  356.   695.5 1274.   147.5   29. ]"
142483,"[ 570.5  520.   112.    88.5  358.5  301.5   52.  1059.5  242.    47.
   75.    25.5  196.   209.5  409.5  517.   168.    52.5]"
142522,"[ 549.5  570.5  186.5  268.5 1073.5  449.    71.  1570.   291.    28.
   57.   243.   156.   905.5  194.   494.5  134.5   71. ]"
142533,"[1059.5 1440.5 1159.  1157.  2454.5  748.    83.  3382.   955.   180.
  656.   641.   538.5 1503.5  743.  1201.5  300.   154. ]"
142538,"[596.  424.  139.   95.  549.  405.   60.5 985.  178.   33.  141.   15.
 208.5 200.  378.  574.  109.5  37. ]"
142567,"[1162.   622.    91.5  112.5  323.5  544.5    3.5 1299.   316.5   13.5
  764.    27.5  454.   155.5  736.  1652.    88.5   59.5]"
142576,"[639.5 437.5  89.  143.  856.5 405.5  12.  841.5 231.    7.5 174.   56.
 170.  312.  298.  668.5  84.   38.5]"
142579,"[ 386.  476.  227.  372.  691.  231.    0. 1212.  268.  102.  126.  274.
  205.  441.  357.  329.  227.   99.]"
142583,"[ 745.  578.  184.  274. 1165.  414.    8.  725.  309.   25.  184.  172.
  127.  434.  459.  516.   77.   48.]"
142650,"[ 420.5  143.    21.5   31.   318.5  660.5    4.5 1059.5   46.   401.
   49.5   30.   318.5  290.5   89.   934.    97.5    9.5]"
142676,"[529. 367.  71. 124. 785. 249.   5. 653. 143.   9.  73.  48.  89. 308.
 171. 400.  66.  42.]"
142682,"[2257.  1722.5  483.   466.5 1787.   700.5   21.  1879.5  982.    28.
  680.5  152.5  460.5  629.  1563.5 1610.   293.5   77. ]"
142700,"[ 456.   420.5  164.   186.  1085.   339.    87.  1038.   248.5   41.
   98.   117.5  133.   485.   327.   387.    64.5   42. ]"
142707,"[566.5 538.  191.5 162.5 679.  276.   14.5 901.  352.5  21.5 197.   61.5
 185.5 280.  461.  523.5 104.5  15. ]"
142712,"[608.  332.5  26.   21.5 749.  480.   31.5 891.   76.5  18.   22.   27.
 149.  387.  226.5 611.  150.   21. ]"
142717,"[347.  295.  115.  104.  402.5 346.5  58.5 968.  226.5  30.  252.5  77.5
 312.5 217.5 302.  572.5  90.   27.5]"
142734,"[ 933.   735.   255.5  293.  1320.   686.5  121.5 1771.   416.    54.5
  317.   133.5  360.5  488.5  687.   990.5  138.5   81.5]"
142749,"[ 884.  688.  236.  369. 1251.  426.   16. 1066.  334.   39.  332.  168.
  204.  443.  606.  820.  191.  115.]"
142750,"[207.  174.5  73.5 132.5 648.5 323.5   7.  956.   92.5  23.5  79.   64.5
 130.  444.  139.5 327.   48.5  21.5]"
142758,"[ 518.5  408.5   75.5   65.5  711.   359.   361.5 1244.5  150.5   40.5
  106.    56.   213.   250.5  356.5  518.5  137.    26. ]"
142775,"[ 691.   591.   123.   123.   454.   389.    22.  1104.   259.5   58.
  284.5   55.5  248.   219.5  505.5  685.5  138.   167. ]"
142776,"[698.5 570.  137.5 152.5 620.  332.   13.5 930.  274.5   9.5 108.   81.5
 150.  323.  468.5 542.5 129.5  28.5]"
142781,"[778.5 512.  241.5 248.  784.  368.   68.5 962.5 219.5   7.   79.   55.5
 145.  278.5 271.  666.  115.   17. ]"
142793,"[675.  447.5  98.5 104.  527.  304.5  41.  636.5 156.   25.5  79.5  35.
 106.5 256.5 268.5 531.   80.   32. ]"
142801,"[1028.   631.   283.5  352.5 1176.   464.    55.   673.5  423.5   41.
  522.5  133.   297.5  211.   654.5  908.5   41.    91.5]"
142806,"[ 789.5  590.5   97.5  203.5 1750.   542.5   97.  2171.   222.5   21.
   96.   168.5  183.5  823.5  380.   719.   216.    84. ]"
142817,"[ 851.   567.   100.5  165.5 1577.   604.    38.5 1591.5  254.5   54.
  132.5  190.5  291.5  681.   378.5  824.   209.5   70.5]"
142843,"[1421.5 1009.   166.5  295.  1266.5  587.5   19.5 1407.5  494.    12.
  445.    89.5  309.   563.5  819.5 1230.5  177.5   83.5]"
142846,"[511.5 347.5  65.5 110.5 596.  293.5  10.  786.5 113.5  12.5  44.   41.5
  98.  335.5 169.5 400.  154.   42. ]"
142854,"[565.5 404.5 117.  131.5 811.  267.   13.5 671.  193.5  14.5  26.5  54.5
 140.  343.5 252.  333.   58.   34. ]"
142864,"[1133.   801.5  222.   255.5 1214.  1088.    50.5 2471.5  400.   208.
  357.   207.   540.   717.   495.5 1442.   277.5  169. ]"
142929,"[ 867.5  437.5   46.5   34.   379.   505.5   22.  1030.5  235.    44.5
  176.     4.5  262.   214.   638.   921.   103.5   27. ]"
142938,"[ 431.5  330.    90.5  203.  1429.5  397.    56.  1442.5  288.     8.
 1055.5  160.   286.   595.5  391.5  945.    96.    34. ]"
142962,"[ 847.5  630.   100.   143.5  972.   576.    40.  1318.5  240.5   47.
  229.    94.   232.   498.5  433.   816.   160.5   99.5]"
142998,"[893.  612.5 148.5 311.  936.  350.5  36.5 559.  307.    6.5 218.  118.
 120.5 232.  412.5 585.   89.5  61. ]"
143000,"[1347.   986.   375.5  289.  1368.5  693.    57.5 2477.   563.    23.5
  293.   118.   339.5  962.   889.  1236.   239.5   52. ]"
143018,"[1022.5  616.5  107.   151.5 1820.  1204.5  218.  3016.   297.5   76.
  441.5  132.5  574.   933.   519.5 1669.   227.    98. ]"
143030,"[ 604.   393.    76.   121.5 1511.   784.   252.5 3154.5  301.5  122.5
  204.5  151.5  323.  1054.5  250.5  966.   209.    78. ]"
143038,"[762. 428. 254. 214. 502. 310.  51. 455. 209.   5. 453.  91. 124. 133.
 336. 619.  33.  32.]"
143049,"[2417.5 1902.5  354.5  619.5 4089.5 2033.   624.5 8099.5 1015.   179.
 1302.5  558.  1271.5 2521.5 1607.5 3860.   593.5  242.5]"
143055,"[ 573.5  369.5  144.   151.   684.   451.    47.5 1355.5  136.5    7.5
   49.    35.   145.5  311.   228.   578.   144.5   27. ]"
143091,"[783.  784.  222.5 390.  873.5 234.    5.  780.5 518.5   0.  288.  147.5
 178.5 470.5 447.  610.5  81.   16. ]"
143102,"[962.5 514.  127.5  38.  356.  429.5  11.  665.5 197.    1.  116.    8.
 164.5  91.  613.  735.5  84.5  11.5]"
143107,"[ 633.5  493.   138.5  211.5  903.   496.    33.5 1680.5  289.    56.
  334.    72.5  303.5  603.5  370.   839.   148.5   62.5]"
143108,"[743.  790.5 556.  522.  766.5 203.    0.  375.5 443.    0.   40.   90.5
  87.5 188.5 353.  340.5  63.5  22. ]"
143115,"[ 524.5  387.5   63.    93.   645.5  337.    12.  1107.5  153.5    7.
   94.    71.   155.   581.   205.5  529.   151.    21. ]"
143146,"[ 222.5  286.    34.    42.   787.5  140.5   94.5 1391.5  196.5   12.
   33.5   35.5  147.   457.5  376.   280.    80.    24. ]"
143161,"[ 292.   339.   150.   193.   688.5  271.     6.  1377.   339.    12.
  112.    90.   236.   798.5  140.   492.5  101.    18. ]"
143186,"[1783.5 1070.5    0.    69.   633.   794.5   42.  1649.   226.    31.
 1190.5   12.   663.   322.5 1345.5 2775.5   92.5   10. ]"
143189,"[395.5 275.   58.   96.  659.  247.    6.  566.5 143.   18.   97.5  53.
 126.5 250.  160.  387.5  92.5  41.5]"
143207,"[915.5 712.5 249.5 263.  714.  365.   13.5 852.5 360.5  10.  174.5 153.5
 170.5 406.  571.  660.  129.   59.5]"
143209,"[ 503.5  474.5  125.   256.  1137.   393.5  123.5 1293.   364.    43.5
  133.   136.5  175.5  581.   364.5  448.   111.    47.5]"
143230,"[967.  669.  133.  133.5 858.5 421.   23.  798.  341.   13.  146.   92.
 118.5 305.5 508.  569.5  97.5  80. ]"
143256,"[819.5 801.5 355.5 429.5 658.  254.5   0.  455.  389.5   0.   94.   87.
  93.  196.  446.  432.5  53.5  37. ]"
143274,"[ 290.  274.  123.  182.  748.  273.   19. 1353.  229.   44.   63.  162.
  225.  642.  159.  397.  127.   85.]"
143327,"[488. 394. 125. 192. 721. 263.   6. 808. 155.   8. 116. 119. 143. 379.
 251. 518.  87.  65.]"
143337,"[2452.5 1386.5  493.   408.5 1799.5  930.5   51.5 1975.   662.5   17.5
  594.5  102.5  496.   472.  1656.5 1959.5  256.5   81. ]"
143345,"[1514.5  836.5  149.   124.5  809.5  901.    39.5 2011.   270.5   52.5
  249.5   36.5  332.   407.5  647.5 1509.5  372.   129.5]"
143348,"[458. 292.  73.  96. 510. 395.   9. 829. 103.   9. 109.  38. 120. 221.
 188. 521. 109.  45.]"
143368,"[ 813.  1045.   453.5  538.5 1574.5  395.    72.  1591.5  696.5   68.
  195.   316.5  341.5  760.   654.5  754.    79.5   20. ]"
143420,"[ 239.  424.  240.  469. 1162.   91.    5.  281.  284.    0.   83.  175.
   17.  294.  280.  117.   20.   27.]"
143445,"[ 782.   636.5  276.   294.5 1293.5  418.    11.5  931.5  357.5   13.5
  113.    56.   170.   537.5  370.5  559.5  110.    25.5]"
143464,"[728.  535.  117.  171.  966.5 483.   35.5 823.  233.    3.5 108.5  37.5
 160.  257.  295.5 635.   70.   46. ]"
143472,"[988.  576.  160.5 105.5 627.  377.5  21.5 796.5 275.5  25.5 459.5  38.
 256.  170.  543.5 839.5 167.5  66. ]"
143485,"[ 361.   374.5  166.5  145.5 1008.5  528.   220.5 2232.   251.5   29.5
  147.5   45.   301.   607.   296.5  664.5  166.5   58.5]"
143497,"[ 911.5  716.   183.   141.5  970.5  697.   145.  1929.   352.   104.
  340.5   69.5  417.5  594.5  613.  1050.   206.   104. ]"
143504,"[ 430.  413.   90.  227.  783.  253.    7. 1089.  208.   39.   91.  174.
  185.  597.  243.  454.  118.   57.]"
143535,"[922.5 579.  164.5 213.5 964.5 527.5  18.  962.5 330.   15.  322.   88.
 245.  303.  550.5 916.   68.   29. ]"
143553,"[ 588.  476.  212.  320.  986.  301.   23. 1234.  295.   28.  227.  301.
  162.  532.  331.  579.  103.   45.]"
143561,"[ 987.  905.  316.  607. 2483.  709.  121. 2873.  524.   84. 1038.  303.
  498. 1083.  740. 1540.  162.   88.]"
143568,"[2150.5 1397.5  444.   531.  2040.5 1146.    26.  2717.5  807.5   17.
  459.5  115.5  524.5  932.  1412.5 2091.5  240.    78.5]"
143584,"[1043.   606.    62.   105.5 1154.5  775.    19.5 1778.5  215.5   48.5
  179.    51.5  370.5  564.   463.  1203.5  231.5   54.5]"
143606,"[ 513.   662.5  311.5  561.5 1020.5  152.     8.   519.   461.5    1.5
   72.5  358.    75.5  520.   286.5  342.5   28.    31. ]"
143610,"[ 637.  402.   37.  184. 1422.  539.   47. 2309.  258.   34.  370.  105.
  272.  765.  306.  921.  131.   56.]"
143617,"[626.5 404.   63.5  55.5 305.  226.    5.  453.  166.5  11.5  93.5  14.
 130.5  99.  529.  421.5  47.5  25.5]"
143626,"[1784.5 1295.5  218.5  386.5 1342.   655.   202.  1932.   472.    72.
  141.5  264.   287.   824.   689.  1241.5  590.5  184. ]"
143627,"[569.  341.   38.5  74.5 633.  181.   19.  497.  110.    0.   47.   60.
  52.  178.  291.  314.   69.   27. ]"
143651,"[993.5 547.5 160.5 115.  462.  518.5   1.  754.5 221.   23.  258.   28.5
 200.  151.  496.  810.5 132.   57. ]"
143654,"[ 882.5  717.5  203.5  210.   962.   504.5   21.5 1516.   407.    22.
  323.    95.   289.   585.5  573.   850.5  198.5   62. ]"
143680,"[1753.5  968.5  113.   129.5  929.5  814.    19.  1176.   342.    25.
  223.    41.   287.   236.5  822.5 1347.   180.    63. ]"
143706,"[330.  340.5 141.  218.5 852.5 190.5  13.5 694.5 178.5   2.5  42.  104.
  41.5 496.5 162.5 274.   44.   19.5]"
143719,"[605.  375.5  53.5  69.5 532.5 321.   10.5 529.  221.    8.  685.   31.5
 240.  128.5 428.5 857.5  36.5  21. ]"
143759,"[1.6820e+03 8.5950e+02 6.8000e+01 9.5000e+01 6.2350e+02 6.5200e+02
 5.0000e-01 9.6350e+02 3.2550e+02 7.0000e+00 2.1400e+02 1.2000e+01
 1.7250e+02 2.6700e+02 7.4500e+02 1.0995e+03 1.6650e+02 3.7500e+01]"
143772,"[ 848.5  538.   117.    69.5  590.5  651.    15.5 1279.5  248.5   96.5
  152.    29.   259.5  215.5  445.   799.5  187.5   73.5]"
143774,"[ 988.5  828.5  142.5  208.5 1214.   437.    66.5 1380.5  325.    14.5
   86.5   89.   230.   715.   558.5  763.   221.5   50. ]"
143826,"[979.  507.5 112.   90.  648.5 388.   32.  706.  153.    4.  119.   25.
 126.  231.  566.5 748.   49.   16. ]"
143830,"[1045.   871.   332.5  472.5 1625.   623.   104.  1694.5  520.5   45.
  291.5  212.   330.   621.   658.5 1048.5  149.5   58. ]"
143832,"[541.5 571.5 164.5 158.5 397.5 263.5  15.  993.  248.5  13.   41.   69.5
 175.  440.  222.  437.5 139.   81. ]"
